rank,ensembl_id,gene_name,corr,likelihood,spearmans,shap_rank,shap_value,canonical
1,ENSMUSG00000030209.15,Grin2b,207.6,0.19360412341921474,0.8449592476665831,,,0
2,ENSMUSG00000070880.11,Gad1,185.29,0.438831283305967,0.7893935854141632,,,1
3,ENSMUSG00000021301.10,Hecw1,161.57,0.28523942947627057,0.7491432307533722,,,0
4,ENSMUSG00000100826.7,Snhg14,151.69,0.24423912233145148,0.7243399209979476,,,0
5,ENSMUSG00000025938.17,Slco5a1,147.43,0.2795607013136117,0.7250454549967946,,,0
6,ENSMUSG00000041592.17,Sdk2,139.94,0.4391727195923066,0.8515794779448727,,,0
7,ENSMUSG00000028358.16,Zfp618,135.1,0.24563571395346143,0.76856048433276,,,0
8,ENSMUSG00000086496.3,Gm14204,129.58,0.3551603932423711,0.7721906534922732,,,0
9,ENSMUSG00000056296.18,Synpr,128.44,0.2903605224208676,0.8186126230294285,,,0
10,ENSMUSG00000004113.20,Cacna1b,124.88,0.3488625131253499,0.8089849408461802,,,0
11,ENSMUSG00000010505.17,Myt1,124.28,0.33715557889446995,0.8437342358877761,,,0
12,ENSMUSG00000026787.4,Gad2,115.84,0.5467594375264698,0.8073104890905368,,,1
13,ENSMUSG00000004151.18,Etv1,110.6,0.3604275496104258,0.6651694523016992,,,0
14,ENSMUSG00000057182.17,Scn3a,107.95,0.3176844385023111,0.8131743413645961,,,0
15,ENSMUSG00000033981.15,Gria2,97.67,0.2536175775029279,0.8832921444607442,,,0
16,ENSMUSG00000040209.13,Zfp704,96.1,0.439344241132892,0.8607738601017744,,,0
17,ENSMUSG00000038718.16,Pbx3,93.14,0.45402447485444625,0.7588816427385245,33.0,0.0038937626,0
18,ENSMUSG00000045215.18,Asxl3,92.01,0.3482123185158646,0.8915599652787475,,,0
19,ENSMUSG00000019146.3,Cacng2,88.99,0.2367020190149234,0.7470259678340119,,,0
20,ENSMUSG00000026640.13,Plxna2,86.44,0.33841357460525856,0.8546148621926768,,,0
21,ENSMUSG00000018589.9,Glra2,84.29,0.213626855644062,0.5765076188889783,,,0
22,ENSMUSG00000044647.17,Csrnp3,82.2,0.2673588776422769,0.8247647353088301,,,0
23,ENSMUSG00000063919.12,Srrm4,81.03,0.3704430927863235,0.8532554535363511,,,0
24,ENSMUSG00000021614.17,Vcan,79.97,0.26328412349084274,0.8533809056409631,,,0
25,ENSMUSG00000024044.20,Epb41l3,76.27,0.29571669596130934,0.8114538670603902,,,0
26,ENSMUSG00000024754.14,Cemip2,75.48,0.28791486042843945,0.8421053448022706,,,0
27,ENSMUSG00000021268.19,Meg3,74.89,0.2775942156209066,0.7760043299607808,,,1
28,ENSMUSG00000031626.19,Sorbs2,74.87,0.21533972198320647,0.8511789186006966,,,0
29,ENSMUSG00000031517.9,Gpm6a,73.49,0.2676106239821033,0.8409062046969858,,,0
30,ENSMUSG00000032181.8,Scg3,73.28,0.2671965789283629,0.8477155205427722,,,0
31,ENSMUSG00000030310.12,Slc6a1,72.44,0.18059527338162834,0.8707544303698048,,,0
32,ENSMUSG00000047414.7,Flrt2,72.19,0.28581158423119946,0.8889602020754916,,,0
33,ENSMUSG00000047261.10,Gap43,69.67,0.1576774583664563,0.8040223493660534,,,0
34,ENSMUSG00000022044.15,Stmn4,69.51,0.3562308871498889,0.8464001187879652,,,0
35,ENSMUSG00000059857.16,Ntng1,62.54,0.2174625743279704,0.7167924240863636,,,0
36,ENSMUSG00000048706.4,Lurap1l,60.38,0.21311328056025425,0.7263594263893771,,,0
37,ENSMUSG00000006651.9,Aplp1,56.59,0.4703118834530197,0.8193880446459871,,,0
38,ENSMUSG00000027210.21,Meis2,56.04,0.7336055609758296,0.9377449122410508,4.0,0.13292602,0
39,ENSMUSG00000027966.21,Col11a1,56.02,0.18845864722449887,0.8340844217679202,,,0
40,ENSMUSG00000000567.6,Sox9,53.85,0.1912691565369408,0.8114040475589841,,,0
41,ENSMUSG00000027849.20,Syt6,53.07,0.2050849993783847,0.6215388695487639,,,0
42,ENSMUSG00000073411.13,H2-D1,52.51,0.19850958350436085,0.5548109178209845,,,0
43,ENSMUSG00000026950.19,Neb,52.34,0.2357955419898298,0.6037700065189344,,,0
44,ENSMUSG00000042671.13,Rgs8,51.1,0.2034476181336515,0.7234817997978535,,,0
45,ENSMUSG00000032625.15,Thsd7a,50.89,0.2092818742374496,0.8300069550254889,,,0
46,ENSMUSG00000061232.17,H2-K1,49.99,0.23371431785614513,0.7823772966586059,,,0
47,ENSMUSG00000057614.7,Gnai1,49.01,0.36601465167995173,0.8687262150580174,,,0
48,ENSMUSG00000021294.8,Kif26a,48.56,0.2434034051067966,0.7782517722184807,,,0
49,ENSMUSG00000029168.15,Dpysl5,47.58,0.5052288268618683,0.845383922505382,,,0
50,ENSMUSG00000058254.13,Tspan7,47.03,0.2505982080946583,0.8297655900402248,,,0
51,ENSMUSG00000107815.2,Gm44257,46.51,0.13807667872671076,0.7016600242184245,,,0
52,ENSMUSG00000021939.9,Ctsb,46.47,0.2570329405058556,0.7300724423813035,,,0
53,ENSMUSG00000016386.16,Mpped2,45.42,0.5182618216621816,0.9442533995427853,,,0
54,ENSMUSG00000022114.6,Spry2,45.12,0.2203558513645096,0.7212033073556466,,,0
55,ENSMUSG00000023830.15,Igf2r,44.97,0.10193622276275344,0.43911654106451925,,,0
56,ENSMUSG00000025666.17,Tmem47,44.58,0.28074592841979745,0.8306030872552804,,,0
57,ENSMUSG00000031285.15,Dcx,43.05,0.6293671008034742,0.8283340518963537,,,1
58,ENSMUSG00000022208.13,Jph4,41.57,0.25328319862341264,0.5566906847081061,,,0
59,ENSMUSG00000008496.20,Pou2f2,41.48,0.33703961774133284,0.8986870639166742,,,0
60,ENSMUSG00000028370.8,Pappa,41.15,0.1592724922727453,0.629668395329619,,,0
61,ENSMUSG00000026814.17,Eng,40.48,0.17105172200633048,0.7641984296094795,,,0
62,ENSMUSG00000022505.10,Emp2,40.31,0.12492888987434364,0.6552183335849032,,,0
63,ENSMUSG00000029245.17,Epha5,39.94,0.22191641004319826,0.7942646813252103,,,0
64,ENSMUSG00000018920.12,Cxcl16,39.85,0.2739120523064344,0.6852981577362361,,,0
65,ENSMUSG00000097545.9,Mir124a-1hg,39.53,0.18044119646230472,0.7934971819267886,,,0
66,ENSMUSG00000024665.9,Fads2,39.16,0.28682488745852885,0.8528755704636761,,,0
67,ENSMUSG00000058013.12,Septin11,37.81,0.19153359567296635,0.7608111425033353,,,0
68,ENSMUSG00000000247.12,Lhx2,37.65,0.28876881013676836,0.7482115460553214,,,0
69,ENSMUSG00000029765.13,Plxna4,37.19,0.3375772660995486,0.8786635173726491,,,0
70,ENSMUSG00000030798.16,Cd37,37.16,0.2194293701131415,0.6382233962116748,,,0
71,ENSMUSG00000008489.19,Elavl2,36.3,0.4225164011742403,0.8357378813883133,,,0
72,ENSMUSG00000004031.14,Brinp2,36.28,0.35691676891229046,0.8776425672845557,,,0
73,ENSMUSG00000006586.16,Runx1t1,35.37,0.31731178607223004,0.8220173590681724,,,0
74,ENSMUSG00000040710.11,St8sia4,35.09,0.18197921383877572,0.8038633274972342,,,0
75,ENSMUSG00000031808.8,Slc27a1,34.0,0.21336359393532794,0.5225968710456439,,,0
76,ENSMUSG00000021703.10,Serinc5,33.65,0.29079205784409146,0.6152835380784067,,,0
77,ENSMUSG00000073424.10,Cyp4f15,33.38,0.27022791652562295,0.6124926945545734,,,0
78,ENSMUSG00000030342.9,Cd9,33.2,0.23011687972927705,0.8114861294626934,,,0
79,ENSMUSG00000097451.12,Rian,32.66,0.21517510265061512,0.7955422427767185,,,0
80,ENSMUSG00000062591.6,Tubb4a,32.3,0.458854255564936,0.8124926402771191,,,0
81,ENSMUSG00000060961.17,Slc4a4,32.14,0.33158503253505933,0.7715253005687132,,,0
82,ENSMUSG00000032359.15,Ctsh,31.69,0.4762255275682862,0.8031840697651219,,,0
83,ENSMUSG00000063297.8,Luzp2,30.85,0.384100673449353,0.8621778214002905,,,0
84,ENSMUSG00000013707.4,Tnfaip8l2,30.39,0.18212230906207186,0.6171260104089603,,,0
85,ENSMUSG00000027253.16,Lrp4,30.37,0.25690535154407024,0.6969564975319866,,,0
86,ENSMUSG00000050199.14,Lgr4,30.22,0.2125610904336938,0.6347232760940275,,,0
87,ENSMUSG00000021750.17,Fam107a,30.02,0.30817708853854897,0.560854755460034,,,0
88,ENSMUSG00000060063.10,Alox5ap,29.68,0.22244476454891918,0.6342029305915855,,,0
89,ENSMUSG00000030124.3,Lag3,29.01,0.2641827015335342,0.6789875991619857,,,0
90,ENSMUSG00000052821.4,Cysltr1,28.58,0.15575786092770622,0.5581183348208894,,,0
91,ENSMUSG00000020799.17,Tekt1,28.55,0.37260429201588785,0.5587452059668417,,,0
92,ENSMUSG00000019872.14,Smpdl3a,28.5,0.23293258525630156,0.44165528359606093,,,0
93,ENSMUSG00000031838.11,Ifi30,28.25,0.179917622943286,0.5634135356037562,,,0
94,ENSMUSG00000087095.4,Emx2os,28.14,0.10858037093241518,0.6961251336006152,,,0
95,ENSMUSG00000019960.9,Dusp6,27.89,0.15741729427201087,0.496721462260375,,,0
96,ENSMUSG00000005397.9,Nid1,27.79,0.37944575083762305,0.5007389895042492,,,0
97,ENSMUSG00000059013.13,Sh2d3c,27.78,0.2038339213032733,0.6075142697526951,,,0
98,ENSMUSG00000036790.6,Slitrk2,27.35,0.11516592848112793,0.6627699802553932,,,0
99,ENSMUSG00000020598.17,Nrcam,27.18,0.31045470830005095,0.8452061784800154,,,0
100,ENSMUSG00000064373.14,Selenop,26.95,0.248991757111453,0.8609097461138743,,,0
